,User_ID,Username,Tweet_Date,Tweet,Tweet_Link
863,592530493070974976,howshiny,2015-04-27 03:27:32+00:00,"This powerful 7.9 rector earthquake has made a great loss in our country. This is a chaotic situation for us. Let's pray, pray for Nepal!",https://twitter.com/howshiny/status/592530493070974976
864,592529764730048512,NRaule,2015-04-27 03:24:39+00:00,"Last night after 12 pm, i stay in room becoz of rain.I think it is better to stay in warm than cold space. #earthquake #NepalQuake #Nepal",https://twitter.com/NRaule/status/592529764730048512
865,592528619919966208,NRaule,2015-04-27 03:20:06+00:00,"Thank God.I am safe still. Good morning world from #Kathmandu, #Nepal. #earthquake",https://twitter.com/NRaule/status/592528619919966208
866,592527040286498817,stellajiang00,2015-04-27 03:13:49+00:00,First time experienced an earthquake… https://instagram.com/p/19n91FBbvW/,https://twitter.com/stellajiang00/status/592527040286498817
867,592524642272706560,rippedjeans_hes,2015-04-27 03:04:17+00:00,RIP to the ones who died due to this earthquake. May god give us the strength we need . rip Keven ,https://twitter.com/rippedjeans_hes/status/592524642272706560
868,592523535811096577,Sachchi93,2015-04-27 02:59:54+00:00,the moment I'm in the house I feel like its moving... effect of experiencing more than 50 earthquakes in just a couple of days #PrayForNepal,https://twitter.com/Sachchi93/status/592523535811096577
869,592510675735351297,scousergirl,2015-04-27 02:08:48+00:00,"Everything sucks ""@mrkhyaauu: Earthquake, sleeping on tent, rain and on top of that THEFT! Disgusting!""",https://twitter.com/scousergirl/status/592510675735351297
870,592504952599224320,LastQuake,2015-04-27 01:46:03+00:00,Felt #earthquake M4.2 strikes 41 km W of #Kathmandu (#Nepal) 1hr 6min ago. Please report to: http://www.emsc-csem.org/Earthquake/earthquake.php?id=438926,https://twitter.com/LastQuake/status/592504952599224320
871,592495713222811649,QuakesZone,2015-04-27 01:09:20+00:00,#Earthquake magnitude 4.2 - 24.6 km from #Lalitpur - #Nepal http://earthquakes.zone:80/2015/04/27/00:39:16-340,https://twitter.com/QuakesZone/status/592495713222811649
872,592494700717826048,QuakesZone,2015-04-27 01:05:19+00:00,#Earthquake magnitude 4.2 - 24.8 km from #Lalitpur - #Nepal http://earthquakes.zone:80/2015/04/27/00:39:16-580,https://twitter.com/QuakesZone/status/592494700717826048
873,592494447184596992,KathmanduNP,2015-04-27 01:04:18+00:00,"4.2 earthquake, 23km W of Kirtipur, Nepal. Apr 27 6:24am (25m ago, depth 10km). http://j.mp/1buRK4R",https://twitter.com/KathmanduNP/status/592494447184596992
874,592494217114456064,everyEarthquake,2015-04-27 01:03:24+00:00,"USGS reports a M4.2 #earthquake 23km W of Kirtipur, Nepal on 4/27/15 @0:39:16 UTC http://earthquake.usgs.gov/earthquakes/eventpage/us200029h7 #quake",https://twitter.com/everyEarthquake/status/592494217114456064
875,592493996422930432,QuakesZone,2015-04-27 01:02:31+00:00,#Earthquake magnitude 4.2 - 23.4 km from #Lalitpur - #Nepal http://earthquakes.zone:80/2015/04/27/00:39:16-830,https://twitter.com/QuakesZone/status/592493996422930432
876,592480938258354176,KiranShikha,2015-04-27 00:10:38+00:00,"""@AJEnglish: A seismologist explains what caused the Nepal earthquake http://aje.io/rtqr """,https://twitter.com/KiranShikha/status/592480938258354176
877,592467795113222144,Ekendra,2015-04-26 23:18:24+00:00,"Early morning Birds chirping, black clouds w/ white spaces, cold yet hopeful day 3 for #Nepal #earthquake",https://twitter.com/Ekendra/status/592467795113222144
878,592461789251514368,kirannepal,2015-04-26 22:54:32+00:00,Worth reading on #NepalQuake Major earthquake hits Nepal http://www.nature.com/news/major-earthquake-hits-nepal-1.17413,https://twitter.com/kirannepal/status/592461789251514368
879,592446433439023104,Tingstrup,2015-04-26 21:53:31+00:00,#earthquake last tweet in a while... no electricity..,https://twitter.com/Tingstrup/status/592446433439023104
880,592385444144254977,ncktm,2015-04-26 17:51:10+00:00,@realpreityzinta thanks a lot for your kind attention for my country #EARTHQUAKE #NepalEarthquake,https://twitter.com/ncktm/status/592385444144254977
881,592372787009884160,NRaule,2015-04-26 17:00:52+00:00,"Feeling sleepy. But where to go ? Fear in mind. Raining, cold & shoking continue. #earthquake #NepalQuake #Nepal",https://twitter.com/NRaule/status/592372787009884160
882,592368418189287425,RaivooNET,2015-04-26 16:43:31+00:00,"Earthquake: M 4.5 - 8km NE of Kathmandu, Nepal http://on.doi.gov/1E8HQje",https://twitter.com/RaivooNET/status/592368418189287425
883,592366396027195392,sagarghi,2015-04-26 16:35:29+00:00,"anthr shock just now. came out of my 1 storey house. raining,yet hundreds of ppl here taking out shelter under tents. #earthquake #kathmandu",https://twitter.com/sagarghi/status/592366396027195392
884,592365893935439872,NRaule,2015-04-26 16:33:29+00:00,"It's raining but people are standing on the road without umbrella.Weting, hungry, fear. #EarthquakeAgain #earthquake #NepalQuake",https://twitter.com/NRaule/status/592365893935439872
885,592364811905675265,NRaule,2015-04-26 16:29:11+00:00,Another shock now. People getting out to the road. Feeling Danger. #EarthquakeAgain #Nepal #earthquake,https://twitter.com/NRaule/status/592364811905675265
886,592356019470143489,prabhasp,2015-04-26 15:54:15+00:00,"Most people are sleeping outside in make shift tents at best, and its pouring out there. When will it end? #nepal #earthquake",https://twitter.com/prabhasp/status/592356019470143489
887,592352432866242560,NZNeep,2015-04-26 15:40:00+00:00,@tootingartsclub 2 weeks ago @jeremysecomb was scariest thing. Now living through earthquakes in a developing country. I want to go back.,https://twitter.com/NZNeep/status/592352432866242560
